id,text,created_at,lang
1529700100490022913,What made you a LESSERRAFIM fan  Look them up   YUNJIN  GARAM  SAKURA  KAZUHA  EUNCHAE  CHAEWON   lesserafim IMLESSERAFIM HYBEOFFICIALtwt,2022-05-26 05:44:59+00:00,en
1529700062900948992,aye socializing isn’t my forte but being in solitary is even worse so I decides to appears here to find some comrades to enliven my dull timeline just colorize the heart and i’ll see you soon this has been Kazuha from LE SSERAFIM ,2022-05-26 05:44:50+00:00,en
1529700012782784513,i really like the short haired girl in le sserafim i cant take my eyes off her,2022-05-26 05:44:38+00:00,en
1529699951726301185, —   Thai Shopee Online Fansign Event  Yunjin  lesserafim IMLESSERAFIM LESSERAFIM 르세라핌 HUHYUNJIN 허윤진   h…,2022-05-26 05:44:23+00:00,en
1529699908797620225, Kpop Group Debut Songs to reach the Top  on MelOn Top Chart    IVE ELEVEN —    LE SSERAFIM FEARLESS — …,2022-05-26 05:44:13+00:00,en
1529699885473075200, LE SSERAFIM Shopee Thailand Photocards  lesserafim LESSERAFIM 르세라핌 카즈하 사쿠라 YUNJIN SAKURA KAZUHA EUNCHAE GARAM C…,2022-05-26 05:44:07+00:00,en
1529699873033191424, le sserafims height goes  ,2022-05-26 05:44:04+00:00,en
1529699871699021829, LE SSERAFIM on The Show today  ,2022-05-26 05:44:04+00:00,en
1529699805999419393, Worldwide iTunes Song Chart   May   GOT NANANA  KANGDANIEL Upside Down  JESSI ZOOM  PSY THA…,2022-05-26 05:43:48+00:00,en
1529699700382674944, Girl groups albums with more weeks into Billboard Japan Hot Albums Top  in      TWICE — TWICE  weeks  LE SSERA…,2022-05-26 05:43:23+00:00,en
1529699642924883970,hi  im kani not new to stan twt looking for filo moots le sserafim  likes and rts are very appreciated thank u sm   lesserafind,2022-05-26 05:43:09+00:00,en
1529699503955013634, —   Weverse Video Call Fansign Event  Yunjin   SLAYYY   lesserafim IMLESSERAFIM LESSERAFIM 르세라핌 HUHYUN…,2022-05-26 05:42:36+00:00,en
1529699478478786560, Fan art for   MiyawakiSakura 宮脇咲良 미야와키사쿠라  사쿠라 Sakura   LESSERAFIM 르세라핌 ,2022-05-26 05:42:30+00:00,en
